match_id,season,venue,team1,team2,toss_winner,toss_decision,winner
36,2016/17,Bellerive Oval,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,bat,Brisbane Heat
4,2022/23,"Great Barrier Reef Arena, Mackay",Brisbane Heat,Melbourne Stars,Brisbane Heat,bat,Brisbane Heat
47,2020/21,Hurstville Oval,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,field,Melbourne Stars
33,2020/21,Sydney Showground Stadium,Melbourne Renegades,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
29,2019/20,Karen Rolton Oval,Adelaide Strikers,Melbourne Stars,Melbourne Stars,field,Adelaide Strikers
16,2024/25,"Western Australia Cricket Association Ground, Perth",Sydney Thunder,Brisbane Heat,Brisbane Heat,field,Sydney Thunder
17,2018/19,Bellerive Oval,Sydney Thunder,Adelaide Strikers,Sydney Thunder,field,Sydney Thunder
25,2023/24,"Western Australia Cricket Association Ground, Perth",Melbourne Renegades,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
15,2015/16,Drummoyne Oval,Sydney Sixers,Melbourne Stars,Sydney Sixers,bat,Melbourne Stars
38,2021/22,"Karen Rolton Oval, Adelaide",Adelaide Strikers,Sydney Thunder,Adelaide Strikers,bat,Adelaide Strikers
27,2018/19,Hurstville Oval,Sydney Sixers,Brisbane Heat,Brisbane Heat,bat,Brisbane Heat
36,2020/21,Sydney Showground Stadium,Sydney Thunder,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
2018-02-04,2017/18,Adelaide Oval,Perth Scorchers,Sydney Sixers,Perth Scorchers,bat,Sydney Sixers
20,2021/22,"University Oval, Hobart",Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
52,2018/19,Junction Oval,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,field,Melbourne Renegades
45,2023/24,"North Sydney Oval, Sydney",Sydney Sixers,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
22,2018/19,Manuka Oval,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,field,Sydney Thunder
12,2017/18,Bellerive Oval,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,bat,Sydney Sixers
46,2022/23,"Latrobe Recreation Ground, Latrobe",Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
39,2022/23,"Junction Oval, Melbourne",Perth Scorchers,Melbourne Renegades,Melbourne Renegades,field,Perth Scorchers
34,2017/18,Traeger Park,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
28,2021/22,"Lilac Hill Park, Perth",Sydney Sixers,Perth Scorchers,Sydney Sixers,bat,Sydney Sixers
55,2017/18,Hurstville Oval,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,bat,Sydney Sixers
28,2019/20,Junction Oval,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,field,Melbourne Renegades
2022-11-24,2022/23,"Karen Rolton Oval, Adelaide",Brisbane Heat,Adelaide Strikers,Brisbane Heat,bat,Adelaide Strikers
6,2018/19,West Park Oval,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
49,2021/22,"Ray Mitchell Oval, Harrup Park, Mackay",Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes
34,2018/19,Docklands Stadium,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,field,Melbourne Renegades
22,2017/18,Aurora Stadium,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,bat,Sydney Thunder
31,2019/20,Invermay Park,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,field,Sydney Sixers
12,2023/24,"Allan Border Field, Brisbane",Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
2,2023/24,"Junction Oval, Melbourne",Brisbane Heat,Melbourne Renegades,Melbourne Renegades,field,Brisbane Heat
52,2021/22,Adelaide Oval,Sydney Sixers,Adelaide Strikers,Sydney Sixers,bat,Adelaide Strikers
45,2020/21,Hurstville Oval,Perth Scorchers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
19,2017/18,Adelaide Oval,Adelaide Strikers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
13,2017/18,Gliderol Stadium,Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,bat,Melbourne Renegades
6,2024/25,"Allan Border Field, Brisbane",Brisbane Heat,Melbourne Renegades,Melbourne Renegades,field,Brisbane Heat
18,2018/19,Bellerive Oval,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers
42,2019/20,Bellerive Oval,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,field,Brisbane Heat
38,2018/19,Adelaide Oval,Adelaide Strikers,Sydney Sixers,Sydney Sixers,bat,Sydney Sixers
30,2024/25,"Drummoyne Oval, Sydney",Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
50,2022/23,"North Sydney Oval, Sydney",Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
9,2023/24,"North Sydney Oval, Sydney",Sydney Sixers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
15,2021/22,"Aurora Stadium, Launceston",Sydney Sixers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
29,2021/22,"Western Australia Cricket Association Ground, Perth",Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers
41,2017/18,Hurstville Oval,Sydney Sixers,Brisbane Heat,Sydney Sixers,bat,Sydney Sixers
18,2023/24,"Western Australia Cricket Association Ground, Perth",Perth Scorchers,Sydney Sixers,Perth Scorchers,bat,Perth Scorchers
40,2018/19,Sydney Showground Stadium,Sydney Thunder,Sydney Sixers,Sydney Thunder,field,Sydney Thunder
19,2022/23,"Allan Border Field, Brisbane",Adelaide Strikers,Brisbane Heat,Brisbane Heat,field,Adelaide Strikers
35,2018/19,Lilac Hill Park,Perth Scorchers,Sydney Thunder,Sydney Thunder,field,Perth Scorchers
51,2017/18,Camberwell Sports Ground,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
43,2016/17,W.A.C.A. Ground,Adelaide Strikers,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
10,2019/20,Allan Border Field,Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
25,2024/25,"Bellerive Oval, Hobart",Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,field,Hobart Hurricanes
44,2021/22,"Ray Mitchell Oval, Harrup Park, Mackay",Sydney Sixers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
50,2018/19,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Melbourne Stars,Brisbane Heat,field,Brisbane Heat
2019-12-08,2019/20,Allan Border Field,Adelaide Strikers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
27,2017/18,Melbourne Cricket Ground,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,bat,Melbourne Stars
30,2020/21,Blacktown International Sportspark,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes
48,2020/21,Sydney Showground Stadium,Sydney Sixers,Sydney Thunder,Sydney Thunder,field,Sydney Sixers
19,2020/21,Blacktown International Sportspark,Sydney Thunder,Perth Scorchers,Perth Scorchers,field,Sydney Thunder
2,2016/17,North Sydney Oval,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,field,Adelaide Strikers
2020-11-25,2020/21,North Sydney Oval,Perth Scorchers,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
52,2022/23,"Ted Summerton Reserve, Moe",Melbourne Stars,Perth Scorchers,Perth Scorchers,field,Melbourne Stars
5,2016/17,North Sydney Oval,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,bat,Perth Scorchers
43,2020/21,Hurstville Oval,Melbourne Stars,Perth Scorchers,Perth Scorchers,field,Melbourne Stars
17,2024/25,"Western Australia Cricket Association Ground, Perth",Perth Scorchers,Melbourne Renegades,Melbourne Renegades,field,Perth Scorchers
32,2019/20,Junction Oval,Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
15,2019/20,Bankstown Oval,Sydney Thunder,Melbourne Stars,Sydney Thunder,field,Sydney Thunder
8,2017/18,Lavington Sports Oval,Melbourne Stars,Sydney Thunder,Sydney Thunder,field,Sydney Thunder
12,2018/19,North Sydney Oval,Sydney Thunder,Brisbane Heat,Sydney Thunder,bat,Sydney Thunder
48,2022/23,"Latrobe Recreation Ground, Latrobe",Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Hobart Hurricanes
2,2017/18,Gliderol Stadium,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,field,Adelaide Strikers
6,2017/18,North Sydney Oval,Sydney Thunder,Sydney Sixers,Sydney Thunder,bat,Sydney Sixers
22,2023/24,"Western Australia Cricket Association Ground, Perth",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,bat,Perth Scorchers
36,2018/19,Aurora Stadium,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,field,Hobart Hurricanes
49,2017/18,Melbourne Cricket Ground,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
18,2016/17,Allan Border Field,Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Melbourne Stars
16,2017/18,Docklands Stadium,Brisbane Heat,Melbourne Renegades,Brisbane Heat,bat,Melbourne Renegades
31,2020/21,Blacktown International Sportspark,Sydney Sixers,Perth Scorchers,Sydney Sixers,bat,Perth Scorchers
1,2017/18,North Sydney Oval,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,field,Sydney Thunder
9,2022/23,"Ray Mitchell Oval, Harrup Park, Mackay",Brisbane Heat,Melbourne Renegades,Melbourne Renegades,field,Brisbane Heat
23,2024/25,"Karen Rolton Oval, Adelaide",Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
2019-12-07,2019/20,Allan Border Field,Brisbane Heat,Melbourne Renegades,Brisbane Heat,field,Brisbane Heat
30,2016/17,Adelaide Oval,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,bat,Sydney Sixers
31,2017/18,W.A.C.A. Ground,Sydney Thunder,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
1,2020/21,North Sydney Oval,Perth Scorchers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
47,2015/16,Waverley Oval,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,bat,Sydney Sixers
44,2016/17,Allan Border Field,Melbourne Renegades,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
35,2020/21,Sydney Showground Stadium,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,bat,Hobart Hurricanes
33,2022/23,"Bellerive Oval, Hobart",Sydney Thunder,Melbourne Renegades,Sydney Thunder,bat,Melbourne Renegades
32,2021/22,"Karen Rolton Oval, Adelaide",Melbourne Stars,Adelaide Strikers,Adelaide Strikers,field,Melbourne Stars
10,2024/25,"Junction Oval, Melbourne",Brisbane Heat,Hobart Hurricanes,Brisbane Heat,bat,Hobart Hurricanes
30,2019/20,W.A.C.A. Ground,Perth Scorchers,Sydney Thunder,Sydney Thunder,field,Perth Scorchers
13,2019/20,Allan Border Field,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,field,Adelaide Strikers
9,2020/21,Sydney Showground Stadium,Sydney Thunder,Adelaide Strikers,Adelaide Strikers,field,Sydney Thunder
38,2022/23,"Karen Rolton Oval, Adelaide",Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,field,Hobart Hurricanes
2023-11-29,2023/24,"Western Australia Cricket Association Ground, Perth",Brisbane Heat,Perth Scorchers,Brisbane Heat,bat,Brisbane Heat
33,2019/20,Drummoyne Oval,Sydney Thunder,Sydney Sixers,Sydney Thunder,field,Sydney Sixers
6,2019/20,North Sydney Oval,Sydney Thunder,Brisbane Heat,Brisbane Heat,bat,Sydney Thunder
54,2022/23,"North Sydney Oval, Sydney",Hobart Hurricanes,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
25,2016/17,Hurstville Oval,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,bat,Sydney Sixers
2,2019/20,Karen Rolton Oval,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,field,Adelaide Strikers
32,2023/24,"North Sydney Oval, Sydney",Sydney Thunder,Melbourne Stars,Sydney Thunder,bat,Sydney Thunder
20,2019/20,Harrup Park,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
4,2018/19,Junction Oval,Melbourne Renegades,Sydney Thunder,Sydney Thunder,field,Sydney Thunder
25,2021/22,"Aurora Stadium, Launceston",Sydney Thunder,Hobart Hurricanes,Sydney Thunder,bat,Sydney Thunder
4,2017/18,North Sydney Oval,Perth Scorchers,Brisbane Heat,Perth Scorchers,bat,Perth Scorchers
51,2021/22,Adelaide Oval,Melbourne Stars,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
14,2024/25,"Western Australia Cricket Association Ground, Perth",Perth Scorchers,Brisbane Heat,Brisbane Heat,field,Perth Scorchers
8,2016/17,Lavington Sports Oval,Melbourne Stars,Sydney Thunder,Melbourne Stars,bat,Sydney Thunder
47,2022/23,"Manuka Oval, Canberra",Sydney Thunder,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
48,2021/22,"Ray Mitchell Oval, Harrup Park, Mackay",Melbourne Renegades,Sydney Thunder,Sydney Thunder,field,Melbourne Renegades
36,2022/23,"Lilac Hill Park, Perth",Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Brisbane Heat
30,2021/22,"Western Australia Cricket Association Ground, Perth",Perth Scorchers,Melbourne Renegades,Perth Scorchers,bat,Perth Scorchers
43,2022/23,"Junction Oval, Melbourne",Melbourne Renegades,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
2018-02-02,2017/18,Adelaide Oval,Sydney Sixers,Adelaide Strikers,Sydney Sixers,bat,Sydney Sixers
38,2023/24,"Bellerive Oval, Hobart",Hobart Hurricanes,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
2024-11-29,2024/25,"Allan Border Field, Brisbane",Sydney Thunder,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
56,2020/21,Drummoyne Oval,Brisbane Heat,Melbourne Renegades,Melbourne Renegades,field,Brisbane Heat
33,2018/19,Lilac Hill Park,Perth Scorchers,Sydney Thunder,Perth Scorchers,field,Perth Scorchers
26,2020/21,North Sydney Oval,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,bat,Adelaide Strikers
1,2019/20,North Sydney Oval,Sydney Sixers,Sydney Thunder,Sydney Sixers,bat,Sydney Sixers
2,2024/25,Adelaide Oval,Melbourne Renegades,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
12,2016/17,Howell Oval,Sydney Thunder,Adelaide Strikers,Sydney Thunder,bat,Adelaide Strikers
27,2024/25,Melbourne Cricket Ground,Perth Scorchers,Sydney Thunder,Perth Scorchers,bat,Sydney Thunder
40,2022/23,"Junction Oval, Melbourne",Sydney Sixers,Melbourne Stars,Melbourne Stars,field,Sydney Sixers
53,2021/22,"Ray Mitchell Oval, Harrup Park, Mackay",Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,bat,Hobart Hurricanes
42,2016/17,North Sydney Oval,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers
14,2023/24,"Junction Oval, Melbourne",Sydney Sixers,Melbourne Renegades,Sydney Sixers,bat,Sydney Sixers
46,2023/24,"Junction Oval, Melbourne",Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
50,2019/20,Junction Oval,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
27,2023/24,"North Sydney Oval, Sydney",Sydney Thunder,Brisbane Heat,Brisbane Heat,field,Sydney Thunder
7,2021/22,"Bellerive Oval, Hobart",Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Brisbane Heat
35,2021/22,Adelaide Oval,Melbourne Stars,Melbourne Renegades,Melbourne Stars,bat,Melbourne Renegades
51,2016/17,North Sydney Oval,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades
2021-11-25,2021/22,Adelaide Oval,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
19,2021/22,"University Oval, Hobart",Melbourne Renegades,Sydney Thunder,Melbourne Renegades,bat,Melbourne Renegades
5,2019/20,Junction Oval,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
30,2022/23,"Lilac Hill Park, Perth",Melbourne Stars,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
54,2018/19,Traeger Park,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,bat,Perth Scorchers
1,2021/22,"Bellerive Oval, Hobart",Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
2018-02-01,2017/18,Perth Stadium,Perth Scorchers,Sydney Thunder,Sydney Thunder,field,Perth Scorchers
41,2020/21,Hurstville Oval,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,field,Adelaide Strikers
44,2020/21,Sydney Showground Stadium,Melbourne Renegades,Sydney Thunder,Sydney Thunder,field,Sydney Thunder
45,2022/23,"Karen Rolton Oval, Adelaide",Brisbane Heat,Adelaide Strikers,Brisbane Heat,bat,Brisbane Heat
24,2018/19,Sydney Cricket Ground,Sydney Sixers,Brisbane Heat,Sydney Sixers,bat,Sydney Sixers
39,2019/20,Junction Oval,Melbourne Stars,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
32,2017/18,Adelaide Oval,Melbourne Stars,Adelaide Strikers,Melbourne Stars,bat,Adelaide Strikers
17,2023/24,"University of Tasmania Stadium, Launceston",Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,bat,Hobart Hurricanes
42,2022/23,"Junction Oval, Melbourne",Perth Scorchers,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
53,2019/20,Junction Oval,Melbourne Renegades,Sydney Thunder,Sydney Thunder,field,Melbourne Renegades
24,2017/18,Camberwell Sports Ground,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,field,Sydney Sixers
13,2022/23,"Karen Rolton Oval, Adelaide",Adelaide Strikers,Sydney Sixers,Sydney Sixers,field,Adelaide Strikers
49,2016/17,"Brisbane Cricket Ground, Woolloongabba",Adelaide Strikers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
33,2017/18,Harrup Park,Melbourne Stars,Brisbane Heat,Melbourne Stars,bat,Brisbane Heat
2017-01-25,2016/17,"Brisbane Cricket Ground, Woolloongabba",Sydney Sixers,Hobart Hurricanes,Sydney Sixers,bat,Sydney Sixers
49,2020/21,Drummoyne Oval,Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
17,2020/21,Blacktown International Sportspark,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
54,2023/24,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,bat,Melbourne Stars
27,2019/20,Karen Rolton Oval,Perth Scorchers,Sydney Thunder,Sydney Thunder,field,Perth Scorchers
43,2023/24,"Allan Border Field, Brisbane",Melbourne Renegades,Brisbane Heat,Brisbane Heat,field,Melbourne Renegades
41,2016/17,Lilac Hill Park,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,field,Melbourne Stars
27,2020/21,North Sydney Oval,Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Melbourne Stars
2017-01-24,2016/17,W.A.C.A. Ground,Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
2017-01-28,2016/17,W.A.C.A. Ground,Sydney Sixers,Perth Scorchers,Perth Scorchers,field,Sydney Sixers
45,2018/19,Bankstown Oval,Sydney Thunder,Melbourne Stars,Melbourne Stars,field,Sydney Thunder
2,2022/23,"Blacktown International Sportspark, Sydney",Hobart Hurricanes,Sydney Thunder,Sydney Thunder,field,Hobart Hurricanes
37,2019/20,Drummoyne Oval,Brisbane Heat,Perth Scorchers,Brisbane Heat,field,Brisbane Heat
25,2019/20,Karen Rolton Oval,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,field,Perth Scorchers
6,2021/22,"Bellerive Oval, Hobart",Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Hobart Hurricanes
45,2017/18,Lilac Hill Park,Hobart Hurricanes,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
1,2023/24,"North Sydney Oval, Sydney",Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Melbourne Stars
20,2020/21,Blacktown International Sportspark,Sydney Sixers,Brisbane Heat,Sydney Sixers,bat,Sydney Sixers
56,2018/19,Melbourne Cricket Ground,Melbourne Stars,Sydney Sixers,Sydney Sixers,bat,Melbourne Stars
32,2024/25,"Karen Rolton Oval, Adelaide",Adelaide Strikers,Perth Scorchers,Perth Scorchers,field,Adelaide Strikers
55,2020/21,North Sydney Oval,Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Sydney Sixers
3,2024/25,"Western Australia Cricket Association Ground, Perth",Perth Scorchers,Melbourne Stars,Melbourne Stars,field,Perth Scorchers
20,2015/16,"Brisbane Cricket Ground, Woolloongabba",Adelaide Strikers,Brisbane Heat,Adelaide Strikers,bat,Brisbane Heat
24,2021/22,"Aurora Stadium, Launceston",Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,field,Brisbane Heat
10,2016/17,Queen Elizabeth II Oval,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes
29,2020/21,Blacktown International Sportspark,Adelaide Strikers,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
15,2023/24,"Junction Oval, Melbourne",Melbourne Stars,Perth Scorchers,Melbourne Stars,bat,Melbourne Stars
2020-11-29,2020/21,North Sydney Oval,Melbourne Stars,Sydney Thunder,Melbourne Stars,bat,Sydney Thunder
22,2021/22,"Aurora Stadium, Launceston",Sydney Thunder,Melbourne Stars,Sydney Thunder,bat,Sydney Thunder
7,2023/24,"Junction Oval, Melbourne",Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,field,Melbourne Renegades
28,2018/19,W.A.C.A. Ground,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,field,Perth Scorchers
50,2021/22,"Ray Mitchell Oval, Harrup Park, Mackay",Sydney Thunder,Brisbane Heat,Sydney Thunder,bat,Sydney Thunder
2019-01-26,2018/19,Drummoyne Oval,Sydney Sixers,Brisbane Heat,Sydney Sixers,bat,Brisbane Heat
18,2021/22,"Aurora Stadium, Launceston",Hobart Hurricanes,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
27,2022/23,"North Sydney Oval, Sydney",Sydney Sixers,Sydney Thunder,Sydney Sixers,bat,Sydney Sixers
39,2021/22,"Karen Rolton Oval, Adelaide",Melbourne Stars,Perth Scorchers,Melbourne Stars,bat,Perth Scorchers
33,2024/25,"Drummoyne Oval, Sydney",Melbourne Stars,Sydney Thunder,Sydney Thunder,field,Sydney Thunder
40,2023/24,"Karen Rolton Oval, Adelaide",Sydney Thunder,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
56,2017/18,Allan Border Field,Sydney Thunder,Brisbane Heat,Brisbane Heat,field,Sydney Thunder
47,2018/19,Sydney Showground Stadium,Sydney Thunder,Melbourne Renegades,Sydney Thunder,field,Sydney Thunder
1,2024/25,Adelaide Oval,Adelaide Strikers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
12,2022/23,"Karen Rolton Oval, Adelaide",Brisbane Heat,Melbourne Renegades,Melbourne Renegades,field,Brisbane Heat
35,2017/18,Sydney Cricket Ground,Sydney Sixers,Sydney Thunder,Sydney Sixers,bat,Sydney Thunder
28,2022/23,"Bellerive Oval, Hobart",Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes
35,2024/25,"Bellerive Oval, Hobart",Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,bat,Melbourne Renegades
15,2016/17,Casey Fields No. 4,Sydney Sixers,Melbourne Stars,Melbourne Stars,field,Melbourne Stars
11,2017/18,Gliderol Stadium,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,field,Adelaide Strikers
2022-11-23,2022/23,"Karen Rolton Oval, Adelaide",Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,field,Brisbane Heat
34,2023/24,"Junction Oval, Melbourne",Melbourne Renegades,Perth Scorchers,Perth Scorchers,field,Perth Scorchers
2021-11-24,2021/22,Adelaide Oval,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
2016-01-22,2015/16,Melbourne Cricket Ground,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,bat,Sydney Sixers
35,2023/24,"Great Barrier Reef Arena, Mackay",Adelaide Strikers,Brisbane Heat,Adelaide Strikers,bat,Brisbane Heat
50,2020/21,Drummoyne Oval,Adelaide Strikers,Sydney Thunder,Sydney Thunder,field,Sydney Thunder
24,2023/24,"Bellerive Oval, Hobart",Hobart Hurricanes,Brisbane Heat,Brisbane Heat,field,Brisbane Heat
8,2021/22,"Bellerive Oval, Hobart",Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,bat,Adelaide Strikers
38,2017/18,Traeger Park,Adelaide Strikers,Perth Scorchers,Perth Scorchers,field,Adelaide Strikers
26,2015/16,W.A.C.A. Ground,Melbourne Stars,Perth Scorchers,Melbourne Stars,bat,Perth Scorchers
19,2019/20,W.A.C.A. Ground,Perth Scorchers,Melbourne Stars,Perth Scorchers,field,Melbourne Stars
33,2023/24,"North Sydney Oval, Sydney",Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers
47,2019/20,Lilac Hill Park,Perth Scorchers,Sydney Sixers,Perth Scorchers,field,Perth Scorchers
39,2017/18,Bellerive Oval,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes
21,2023/24,"Western Australia Cricket Association Ground, Perth",Sydney Sixers,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers
2023-11-28,2023/24,"Western Australia Cricket Association Ground, Perth",Brisbane Heat,Sydney Thunder,Sydney Thunder,field,Brisbane Heat
41,2023/24,"North Sydney Oval, Sydney",Perth Scorchers,Sydney Sixers,Sydney Sixers,field,Perth Scorchers
49,2019/20,Manuka Oval,Sydney Thunder,Melbourne Stars,Melbourne Stars,field,Sydney Thunder
3,2022/23,"Great Barrier Reef Arena, Mackay",Sydney Sixers,Adelaide Strikers,Sydney Sixers,bat,Sydney Sixers
26,2022/23,"North Sydney Oval, Sydney",Melbourne Stars,Adelaide Strikers,Adelaide Strikers,field,Melbourne Stars
