match_id,inning,batting_team,wides,noballs,byes,legbyes
24,2,Perth Scorchers,6,0,0,3
43,1,Sydney Thunder,8,0,4,5
43,2,Hobart Hurricanes,7,0,0,2
6,1,Perth Scorchers,2,0,0,4
6,2,Adelaide Strikers,8,1,4,2
21,1,Hobart Hurricanes,0,0,0,4
21,2,Sydney Sixers,3,1,3,0
5,1,Sydney Sixers,5,1,0,0
5,2,Perth Scorchers,1,0,0,3
26,1,Brisbane Heat,4,0,2,0
26,2,Sydney Sixers,4,0,0,1
42,1,Melbourne Stars,5,0,0,1
42,2,Brisbane Heat,4,0,0,3
6,1,Hobart Hurricanes,2,1,0,3
6,2,Melbourne Stars,2,0,0,7
10,1,Melbourne Renegades,5,0,4,3
10,2,Brisbane Heat,2,0,2,5
32,1,Brisbane Heat,2,1,0,2
32,2,Melbourne Stars,0,1,0,1
2013-12-27,1,Adelaide Strikers,2,0,1,2
2013-12-27,2,Sydney Thunder,4,0,1,1
2015-01-15,1,Brisbane Heat,3,0,0,0
2015-01-15,2,Hobart Hurricanes,7,0,1,8
19,1,Sydney Thunder,7,1,0,0
19,2,Melbourne Stars,1,0,0,1
30,1,Hobart Hurricanes,1,1,0,4
30,2,Adelaide Strikers,13,2,4,2
17,1,Perth Scorchers,5,0,4,3
17,2,Brisbane Heat,1,1,0,6
12,1,Perth Scorchers,1,1,0,0
12,2,Melbourne Stars,6,1,0,1
49,1,Sydney Sixers,5,1,0,1
49,2,Sydney Thunder,7,0,0,0
2022-01-23,1,Adelaide Strikers,3,0,1,1
2022-01-23,2,Sydney Thunder,7,1,0,2
15,1,Brisbane Heat,2,0,0,6
15,2,Sydney Sixers,0,0,0,0
2014-02-07,1,Perth Scorchers,7,0,0,2
2014-02-07,2,Hobart Hurricanes,2,0,1,5
44,1,Adelaide Strikers,4,0,1,3
44,2,Melbourne Stars,5,1,0,0
2021-01-30,1,Perth Scorchers,5,0,0,2
2021-01-30,2,Sydney Sixers,2,0,0,2
21,1,Adelaide Strikers,2,1,0,4
21,2,Perth Scorchers,1,0,0,1
2014-01-21,1,Hobart Hurricanes,2,0,1,3
2014-01-21,2,Melbourne Stars,11,0,0,1
31,1,Sydney Thunder,4,0,1,0
31,2,Hobart Hurricanes,4,1,0,2
38,1,Hobart Hurricanes,4,1,0,4
38,2,Melbourne Stars,5,0,0,1
35,1,Melbourne Renegades,2,0,0,1
35,2,Melbourne Stars,3,0,0,0
9,1,Adelaide Strikers,3,0,0,2
9,2,Perth Scorchers,4,1,0,2
2016-01-22,1,Perth Scorchers,3,2,0,4
2016-01-22,2,Melbourne Stars,3,0,0,2
27,1,Adelaide Strikers,9,0,0,3
27,2,Sydney Sixers,5,1,0,0
1,1,Brisbane Heat,1,0,0,1
1,2,Adelaide Strikers,1,0,0,4
35,1,Perth Scorchers,9,1,0,1
35,2,Brisbane Heat,4,0,0,4
21,1,Sydney Thunder,6,1,0,1
21,2,Hobart Hurricanes,5,0,0,1
37,1,Adelaide Strikers,4,1,1,2
37,2,Hobart Hurricanes,1,0,0,0
2021-02-06,1,Sydney Sixers,2,0,0,4
2021-02-06,2,Perth Scorchers,4,1,0,2
34,1,Perth Scorchers,3,0,0,10
34,2,Sydney Thunder,3,0,1,2
35,1,Hobart Hurricanes,3,0,0,2
35,2,Adelaide Strikers,2,0,0,7
2024-01-19,1,Sydney Sixers,3,0,4,2
2024-01-19,2,Brisbane Heat,2,0,0,1
17,1,Adelaide Strikers,13,1,0,4
17,2,Perth Scorchers,1,0,0,0
26,1,Melbourne Renegades,6,0,0,0
26,2,Perth Scorchers,4,1,0,1
29,1,Brisbane Heat,3,0,0,0
29,2,Hobart Hurricanes,2,0,0,2
2011-12-29,1,Perth Scorchers,2,0,2,4
2011-12-29,2,Brisbane Heat,4,0,2,1
2014-12-31,1,Hobart Hurricanes,2,0,1,2
2014-12-31,2,Adelaide Strikers,1,0,0,3
9,1,Sydney Thunder,4,0,0,0
9,2,Adelaide Strikers,3,0,0,6
2023-02-04,1,Brisbane Heat,7,0,0,2
2023-02-04,2,Perth Scorchers,0,1,0,2
